domain,attack_type,corruption_rate,baseline_recall,poisoned_recall,baseline_prauc,poisoned_prauc,kl_divergence,n_missed_per_1000,recall_degradation
aml,clean_label,0.02,0.6225490196078431,0.9852941176470588,0.0799728807192266,0.0306167209989892,4.563713342959163,0.015,-0.3627450980392157
aml,clean_label,0.025,0.6225490196078431,0.9754901960784312,0.0799728807192266,0.0166954846097702,4.867604460549058,0.025,-0.3529411764705882
aml,clean_label,0.03,0.6225490196078431,0.9754901960784312,0.0799728807192266,0.0240505139618064,5.0161282691383535,0.025,-0.3529411764705882
aml,clean_label,0.04,0.6225490196078431,0.9901960784313726,0.0799728807192266,0.0113284530261973,5.287088653694917,0.01,-0.3676470588235294
aml,clean_label,0.05,0.6225490196078431,1.0,0.0799728807192266,0.0112130329841373,5.5142591365540925,0.0,-0.3774509803921568
aml,clean_label,0.075,0.6225490196078431,0.9901960784313726,0.0799728807192266,0.0097128338296674,6.057995120615446,0.01,-0.3676470588235294
aml,clean_label,0.1,0.6225490196078431,1.0,0.0799728807192266,0.0061445093411309,6.333318505721557,0.0,-0.3774509803921568
aml,backdoor,0.001,0.6225490196078431,0.6127450980392157,0.0799728807192266,0.0981268165327609,0.0001195235314934,0.395,0.0098039215686274
aml,backdoor,0.003,0.6225490196078431,0.6372549019607843,0.0799728807192266,0.1040687803215088,0.0001557629734223,0.37,-0.0147058823529411
aml,backdoor,0.005,0.6225490196078431,0.6078431372549019,0.0799728807192266,0.0953083587768038,7.174008078287074e-05,0.4,0.0147058823529412
aml,backdoor,0.01,0.6225490196078431,0.6568627450980392,0.0799728807192266,0.0928639558583633,0.00015622272505,0.35,-0.034313725490196
aml,backdoor,0.015,0.6225490196078431,0.6323529411764706,0.0799728807192266,0.0970804872809736,9.237617050272922e-05,0.375,-0.0098039215686274
aml,backdoor,0.02,0.6225490196078431,0.6274509803921569,0.0799728807192266,0.089018006186487,0.0001992789018835,0.38,-0.0049019607843137
aml,backdoor,0.025,0.6225490196078431,0.6372549019607843,0.0799728807192266,0.090505207226891,9.234645676821734e-05,0.37,-0.0147058823529411
aml,backdoor,0.03,0.6225490196078431,0.6225490196078431,0.0799728807192266,0.0865612346980176,0.0001160896777733,0.385,0.0
aml,backdoor,0.04,0.6225490196078431,0.5931372549019608,0.0799728807192266,0.0956729492689417,0.0001451896448732,0.415,0.0294117647058823
aml,backdoor,0.05,0.6225490196078431,0.6176470588235294,0.0799728807192266,0.0998453318475496,0.0002097047406556,0.39,0.0049019607843137
aml,backdoor,0.075,0.6225490196078431,0.5833333333333334,0.0799728807192266,0.0778706691077945,0.0003373148517136,0.425,0.0392156862745097
aml,backdoor,0.1,0.6225490196078431,0.5686274509803921,0.0799728807192266,0.0937214215805622,0.0014412066799261,0.44,0.053921568627451
trading,label_flip,0.001,0.5648854961832062,0.5648854961832062,0.5391391164955308,0.5391391164955308,0.0,235.5372,0.0
trading,label_flip,0.003,0.5648854961832062,0.6106870229007634,0.5391391164955308,0.5380177935719588,0.13910277542916383,210.7438,-0.04580152671755722
trading,label_flip,0.005,0.5648854961832062,0.5954198473282443,0.5391391164955308,0.5426877448549218,0.05536735939927105,219.0083,-0.030534351145038108
trading,label_flip,0.01,0.5648854961832062,0.5801526717557252,0.5391391164955308,0.5231847041858666,0.1406902781257697,227.2727,-0.015267175572518998
trading,label_flip,0.015,0.5648854961832062,0.5954198473282443,0.5391391164955308,0.5293792360571647,0.147135853337357,219.0083,-0.030534351145038108
trading,label_flip,0.02,0.5648854961832062,0.6335877862595419,0.5391391164955308,0.5389434805242286,0.05863183673872305,198.3471,-0.06870229007633577
trading,label_flip,0.025,0.5648854961832062,0.6030534351145038,0.5391391164955308,0.538339487032885,0.15526022890270025,214.876,-0.03816793893129766
trading,label_flip,0.03,0.5648854961832062,0.6870229007633588,0.5391391164955308,0.5765649634780033,0.15663680070931904,169.4215,-0.12213740458015265
trading,label_flip,0.04,0.5648854961832062,0.6183206106870229,0.5391391164955308,0.5054833340228357,0.08379129337361857,206.6116,-0.05343511450381677
trading,label_flip,0.05,0.5648854961832062,0.549618320610687,0.5391391164955308,0.5451141628234637,0.1255278311624808,243.8017,0.01526717557251911
trading,label_flip,0.075,0.5648854961832062,0.6335877862595419,0.5391391164955308,0.5416523328666996,0.6565842543931243,198.3471,-0.06870229007633577
trading,label_flip,0.1,0.5648854961832062,0.6259541984732825,0.5391391164955308,0.5394026406424818,0.0452855705957653,202.4793,-0.06106870229007633
